 -----------------------------------------------------------------------

                        WAMIT  Version 7.41(x64)       

     Copyright (c) 1999-2022 WAMIT Incorporated                        
     Copyright (c) 1998 Massachusetts Institute of Technology          

 -----------------------------------------------------------------------

     The WAMIT software performs computations of wave interactions with
     floating or submerged vessels.  WAMIT is a registered trademark of
     WAMIT Incorporated.  This copy of the WAMIT software is licensed to 

            College of Engineering                          
            Oregon State University                         
            Corvallis, Oregon USA                           
             
     For educational use.                  Release date: 31 Oct 2022

 -----------------------------------------------------------------------


 Low-order panel method  (ILOWHI=0)                                     
                                                                        
 Input from Geometric Data File:         spar_D1_14m.gdf                
 Rhino->WAMIT file export (mesh)                                        
                                                                        
 Input from Potential Control File:      spar.pot                       
 spar.pot -- file type .gdf, ILOWHI=0, IRR=1                            
                                                                        
                                                                        
 POTEN run date and starting time:        06-Jun-2025  --  09:49:27     
    0.9817    09:50:19          -1      -1                              
    0.9666    09:50:20          -1      -1                              
    0.9520    09:50:20          -1      -1                              
    0.9378    09:50:21          -1      -1                              
    0.9240    09:50:22          -1      -1                              
    0.9106    09:50:23          -1      -1                              
    0.8976    09:50:23          -1      -1                              
    0.8850    09:50:24          -1      -1                              
    0.8727    09:50:25          -1      -1                              
    0.8607    09:50:26          -1      -1                              
    0.8491    09:49:29          -1      -1                              
    0.8378    09:49:30          -1      -1                              
    0.8267    09:49:30          -1      -1                              
    0.8160    09:49:31          -1      -1                              
    0.8055    09:49:32          -1      -1                              
    0.7953    09:49:33          -1      -1                              
    0.7854    09:49:33          -1      -1                              
    0.7757    09:49:34          -1      -1                              
    0.7662    09:49:35          -1      -1                              
    0.7570    09:49:36          -1      -1                              
    0.7480    09:49:37          -1      -1                              
    0.7392    09:49:37          -1      -1                              
    0.7306    09:49:38          -1      -1                              
    0.7222    09:49:39          -1      -1                              
    0.7140    09:49:40          -1      -1                              
    0.7060    09:49:40          -1      -1                              
    0.6981    09:49:41          -1      -1                              
    0.6905    09:49:42          -1      -1                              
    0.6830    09:49:43          -1      -1                              
    0.6756    09:49:43          -1      -1                              
    0.6684    09:49:44          -1      -1                              
    0.6614    09:49:45          -1      -1                              
    0.6545    09:49:46          -1      -1                              
    0.6478    09:49:47          -1      -1                              
    0.6411    09:49:47          -1      -1                              
    0.6347    09:49:48          -1      -1                              
    0.6283    09:49:49          -1      -1                              
    0.6221    09:49:50          -1      -1                              
    0.6160    09:49:50          -1      -1                              
    0.6100    09:49:51          -1      -1                              
    0.6042    09:49:52          -1      -1                              
    0.5984    09:49:53          -1      -1                              
    0.5928    09:49:54          -1      -1                              
    0.5872    09:49:54          -1      -1                              
    0.5818    09:49:55          -1      -1                              
    0.5764    09:49:56          -1      -1                              
    0.5712    09:49:57          -1      -1                              
    0.5661    09:49:57          -1      -1                              
    0.5610    09:49:58          -1      -1                              
    0.5560    09:49:59          -1      -1                              
    0.5512    09:50:00          -1      -1                              
    0.5464    09:50:00          -1      -1                              
    0.5417    09:50:01          -1      -1                              
    0.5370    09:50:02          -1      -1                              
    0.5325    09:50:03          -1      -1                              
    0.5280    09:50:04          -1      -1                              
    0.5236    09:50:04          -1      -1                              
    0.5193    09:50:05          -1      -1                              
    0.5150    09:50:06          -1      -1                              
    0.5108    09:50:07          -1      -1                              
    0.5067    09:50:08          -1      -1                              
    0.5027    09:50:08          -1      -1                              
    0.4987    09:50:09          -1      -1                              
    0.4947    09:50:10          -1      -1                              
    0.4909    09:50:11          -1      -1                              
    0.4871    09:50:11          -1      -1                              
    0.4833    09:50:12          -1      -1                              
    0.4796    09:50:13          -1      -1                              
    0.4760    09:50:14          -1      -1                              
    0.4724    09:50:15          -1      -1                              
    0.4689    09:50:15          -1      -1                              
    0.4654    09:50:16          -1      -1                              
    0.4620    09:50:17          -1      -1                              
    0.4586    09:50:18          -1      -1                              
    0.4553    09:50:18          -1      -1                              
    0.4520    09:50:19          -1      -1                              
    0.4488    09:50:20          -1      -1                              
    0.4456    09:50:21          -1      -1                              
    0.4425    09:50:22          -1      -1                              
    0.4394    09:50:22          -1      -1                              
    0.4363    09:50:23          -1      -1                              
    0.4333    09:50:24          -1      -1                              
    0.4304    09:50:25          -1      -1                              
    0.4274    09:50:26          -1      -1                              
    0.4245    09:50:26          -1      -1                              

 Gravity:     9.80665                Length scale:        1.00000
 Water depth:         2.78000                                    
 Logarithmic singularity index:              ILOG =     1
 Source formulation index:                   ISOR =     0
 Diffraction/scattering formulation index: ISCATT =     0
 Number of blocks used in linear system:   ISOLVE =     1
 Number of unknowns in linear system:        NEQN =  1409

 BODY PARAMETERS:

 Total panels:    1409  Waterline panels:      0      Symmetries: none    
 Irregular frequency index: IRR = 1
 Free surface panels:       0

 XBODY =    0.0090 YBODY =    0.0010 ZBODY =   -1.3450 PHIBODY =   0.0
 Volumes (VOLX,VOLY,VOLZ):          0.214790     0.214790     0.214791    
 Center of Buoyancy (Xb,Yb,Zb):     0.009028     0.000978     0.182401
 Hydrostatic and gravitational restoring coefficients: 
 C(3,3),C(3,4),C(3,5): -0.27555E-06 -0.10372E-05 -0.10600E-05
 C(4,4),C(4,5),C(4,6):               0.39213E-01 -0.24527E-04   0.0000    
        C(5,5),C(5,6):                            0.39166E-01   0.0000    
 Center of Gravity  (Xg,Yg,Zg):     0.009028     0.000978     0.000000
 Radii of gyration:     0.000000     0.000000     0.000000
                        0.000000     0.000000     0.000000
                        0.000000     0.000000     0.000000


 ------------------------------------------------------------------------
                            Output from  WAMIT
 ------------------------------------------------------------------------
 FORCE run date and starting time:                06-Jun-2025 -- 09:50:30
 ------------------------------------------------------------------------
 I/O Files:              spar.frc            spar.p2f            spar.out
 spar.frc -- file type .gdf, ILOWHI=0, IRR=1

 
 ************************************************************************

 Wave period = infinite                                 Wavenumber = zero 
 ------------------------------------------------------------------------


    ADDED-MASS COEFFICIENTS
     I     J         A(I,J)

     1     1   1.274084E-01
     1     2  -4.901613E-07
     1     3   5.108028E-06
     1     4  -4.473643E-06
     1     5   3.229968E-02
     1     6  -1.274362E-04
     2     1   7.176608E-06
     2     2   1.274113E-01
     2     3   1.967655E-05
     2     4  -3.231352E-02
     2     5  -2.191981E-06
     2     6   1.146644E-03
     3     1  -2.562505E-04
     3     2   4.819932E-04
     3     3   6.099354E-01
     3     4   9.740643E-04
     3     5  -5.364711E-03
     3     6   4.574655E-06
     4     1  -4.253884E-05
     4     2  -3.246736E-02
     4     3   6.815093E-04
     4     4   3.977484E-02
     4     5  -5.350024E-05
     4     6  -2.921628E-04
     5     1   3.233434E-02
     5     2   8.868099E-05
     5     3  -5.521785E-03
     5     4  -2.377209E-05
     5     5   4.004485E-02
     5     6  -3.156790E-05
     6     1  -1.273673E-04
     6     2   1.146653E-03
     6     3   1.698413E-07
     6     4  -2.908171E-04
     6     5  -3.234841E-05
     6     6   1.044771E-05


 ************************************************************************

 Wave period = zero                                 Wavenumber = infinite 
 ------------------------------------------------------------------------


    ADDED-MASS COEFFICIENTS
     I     J         A(I,J)

     1     1   1.252992E-01
     1     2   9.802352E-08
     1     3   5.293768E-06
     1     4  -4.521258E-06
     1     5   3.173709E-02
     1     6  -1.253208E-04
     2     1   7.283710E-06
     2     2   1.253026E-01
     2     3   1.893291E-05
     2     4  -3.175062E-02
     2     5  -2.186225E-06
     2     6   1.127667E-03
     3     1  -2.369331E-04
     3     2   4.464235E-04
     3     3   6.049857E-01
     3     4   9.769861E-04
     3     5  -5.315697E-03
     3     6   4.235029E-06
     4     1  -3.863425E-05
     4     2  -3.189618E-02
     4     3   6.772972E-04
     4     4   3.961980E-02
     4     5  -5.249249E-05
     4     6  -2.870259E-04
     5     1   3.177130E-02
     5     2   8.153936E-05
     5     3  -5.476550E-03
     5     4  -2.195592E-05
     5     5   3.989151E-02
     5     6  -3.106908E-05
     6     1  -1.252563E-04
     6     2   1.127675E-03
     6     3   1.630429E-07
     6     4  -2.857514E-04
     6     5  -3.178559E-05
     6     6   1.027481E-05


 ************************************************************************

 Wave period (sec) =  6.283186E+01        Wavenumber (kL) =  1.916119E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.274141E-01   1.949891E-06
     1     2  -5.023157E-07  -9.298154E-10
     1     3   5.131384E-06   7.012702E-11
     1     4  -4.471827E-06   1.815677E-10
     1     5   3.230095E-02   4.075576E-07
     1     6  -1.274419E-04  -1.957464E-09
     2     1   7.176210E-06  -3.809043E-10
     2     2   1.274170E-01   1.949791E-06
     2     3   1.965040E-05  -4.412106E-10
     2     4  -3.231481E-02  -4.075708E-07
     2     5  -2.190202E-06  -1.086150E-10
     2     6   1.146697E-03   1.754095E-08
     3     1  -2.563607E-04  -6.047382E-08
     3     2   4.822451E-04   4.975014E-08
     3     3   6.099404E-01   2.830524E-07
     3     4   9.739837E-04  -2.379228E-09
     3     5  -5.364770E-03  -4.266227E-09
     3     6   4.576813E-06   7.380415E-10
     4     1  -4.256090E-05  -7.518791E-09
     4     2  -3.246870E-02  -4.250834E-07
     4     3   6.815401E-04  -3.199637E-09
     4     4   3.977516E-02   9.005535E-08
     4     5  -5.350616E-05   1.948114E-10
     4     6  -2.921749E-04  -3.826812E-09
     5     1   3.233564E-02   4.133939E-07
     5     2   8.871665E-05   1.664224E-08
     5     3  -5.521827E-03  -2.832230E-09
     5     4  -2.377909E-05  -3.992469E-09
     5     5   4.004517E-02   8.322456E-08
     5     6  -3.156892E-05  -2.531175E-10
     6     1  -1.273729E-04  -1.954457E-09
     6     2   1.146704E-03   1.754643E-08
     6     3   1.698020E-07  -4.282324E-12
     6     4  -2.908290E-04  -3.667793E-09
     6     5  -3.234976E-05  -4.087090E-10
     6     6   1.044817E-05   1.598030E-10




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   6.608715E-03             90
     2   1.236794E-05           -176
     3   3.302975E-04           -155
     4   4.460444E-05            -44
     5   1.385396E-03             89
     6   6.622159E-06            -91


 ************************************************************************

 Wave period (sec) =  3.141593E+01        Wavenumber (kL) =  3.837681E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.274278E-01   7.825912E-06
     1     2  -5.024031E-07  -3.683707E-09
     1     3   5.121285E-06  -1.022322E-09
     1     4  -4.476656E-06  -1.493398E-10
     1     5   3.230410E-02   1.635540E-06
     1     6  -1.274558E-04  -7.867298E-09
     2     1   7.169248E-06   9.029857E-10
     2     2   1.274307E-01   7.822433E-06
     2     3   1.964595E-05   1.938570E-09
     2     4  -3.231797E-02  -1.636240E-06
     2     5  -2.188288E-06   2.497903E-10
     2     6   1.146819E-03   7.039305E-08
     3     1  -2.565412E-04  -1.609564E-07
     3     2   4.826008E-04   2.912887E-07
     3     3   6.099582E-01   1.959303E-07
     3     4   9.739751E-04  -7.388620E-08
     3     5  -5.364989E-03  -2.316071E-08
     3     6   4.580284E-06   2.786408E-09
     4     1  -4.259980E-05  -3.546704E-08
     4     2  -3.247195E-02  -1.713207E-06
     4     3   6.815086E-04  -5.867573E-10
     4     4   3.977590E-02   3.607993E-07
     4     5  -5.351787E-05  -7.104324E-09
     4     6  -2.922041E-04  -1.537975E-08
     5     1   3.233876E-02   1.636675E-06
     5     2   8.880250E-05   6.741806E-08
     5     3  -5.521978E-03  -6.111591E-09
     5     4  -2.380057E-05  -1.321866E-08
     5     5   4.004591E-02   3.420261E-07
     5     6  -3.157137E-05  -1.054787E-09
     6     1  -1.273867E-04  -7.822122E-09
     6     2   1.146827E-03   7.039483E-08
     6     3   1.696641E-07   1.853112E-11
     6     4  -2.908573E-04  -1.472371E-08
     6     5  -3.235284E-05  -1.634209E-09
     6     6   1.044929E-05   6.413134E-10




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.320078E-02             90
     2   1.256769E-05           -171
     3   1.259301E-03           -167
     4   6.916594E-05            -64
     5   2.768335E-03             89
     6   1.322608E-05            -91


 ************************************************************************

 Wave period (sec) =  2.094395E+01        Wavenumber (kL) =  5.770189E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.274477E-01   1.770137E-05
     1     2  -5.165712E-07  -7.909419E-09
     1     3   5.120397E-06  -2.640178E-09
     1     4  -4.469711E-06   6.223240E-10
     1     5   3.230876E-02   3.701845E-06
     1     6  -1.274755E-04  -1.778219E-08
     2     1   7.173550E-06  -8.575876E-10
     2     2   1.274506E-01   1.769326E-05
     2     3   1.965922E-05   5.558455E-09
     2     4  -3.232258E-02  -3.703812E-06
     2     5  -2.192378E-06   1.061143E-09
     2     6   1.146997E-03   1.592243E-07
     3     1  -2.568551E-04  -3.790637E-07
     3     2   4.831667E-04   6.870923E-07
     3     3   6.099876E-01   7.546857E-07
     3     4   9.738972E-04  -1.368521E-07
     3     5  -5.365322E-03  -7.762689E-08
     3     6   4.585964E-06   6.386238E-09
     4     1  -4.266556E-05  -8.794206E-08
     4     2  -3.247674E-02  -3.877514E-06
     4     3   6.815522E-04  -3.739622E-09
     4     4   3.977708E-02   8.120887E-07
     4     5  -5.353361E-05  -1.704421E-08
     4     6  -2.922468E-04  -3.478056E-08
     5     1   3.234339E-02   3.716284E-06
     5     2   8.892396E-05   1.485257E-07
     5     3  -5.522250E-03  -9.160587E-09
     5     4  -2.382316E-05  -3.216255E-08
     5     5   4.004698E-02   7.779898E-07
     5     6  -3.157487E-05  -2.374529E-09
     6     1  -1.274066E-04  -1.771906E-08
     6     2   1.147005E-03   1.592230E-07
     6     3   1.697780E-07   5.230316E-11
     6     4  -2.908990E-04  -3.332975E-08
     6     5  -3.235750E-05  -3.694420E-09
     6     6   1.045092E-05   1.450593E-09




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   1.975933E-02             90
     2   1.279679E-05           -167
     3   2.796032E-03           -172
     4   9.672978E-05            -73
     5   4.146823E-03             89
     6   1.979669E-05            -90


 ************************************************************************

 Wave period (sec) =  1.570796E+01        Wavenumber (kL) =  7.719252E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.274727E-01   3.170217E-05
     1     2  -5.167185E-07  -1.477205E-08
     1     3   5.108683E-06  -2.041077E-09
     1     4  -4.470083E-06   7.637857E-11
     1     5   3.231469E-02   6.636497E-06
     1     6  -1.275006E-04  -3.184602E-08
     2     1   7.179709E-06  -3.422217E-09
     2     2   1.274756E-01   3.168693E-05
     2     3   1.969541E-05   8.756473E-09
     2     4  -3.232852E-02  -6.639315E-06
     2     5  -2.186409E-06   3.498800E-10
     2     6   1.147223E-03   2.851439E-07
     3     1  -2.571871E-04  -6.703968E-07
     3     2   4.838227E-04   1.222697E-06
     3     3   6.100303E-01   2.441907E-06
     3     4   9.737605E-04  -2.482206E-07
     3     5  -5.365779E-03  -1.689904E-07
     3     6   4.592463E-06   1.163443E-08
     4     1  -4.275300E-05  -1.517069E-07
     4     2  -3.248281E-02  -6.949522E-06
     4     3   6.816214E-04  -1.189639E-08
     4     4   3.977852E-02   1.454656E-06
     4     5  -5.355516E-05  -3.235760E-08
     4     6  -2.923018E-04  -6.237044E-08
     5     1   3.234933E-02   6.658091E-06
     5     2   8.906276E-05   2.632590E-07
     5     3  -5.522683E-03  -3.446590E-08
     5     4  -2.386291E-05  -5.478478E-08
     5     5   4.004844E-02   1.394038E-06
     5     6  -3.157958E-05  -4.289371E-09
     6     1  -1.274316E-04  -3.175083E-08
     6     2   1.147231E-03   2.851537E-07
     6     3   1.700103E-07   8.154522E-11
     6     4  -2.909523E-04  -5.974492E-08
     6     5  -3.236336E-05  -6.637169E-09
     6     6   1.045297E-05   2.597772E-09




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   2.626735E-02             90
     2   1.326623E-05           -163
     3   4.940603E-03           -174
     4   1.251615E-04            -79
     5   5.518471E-03             89
     6   2.631673E-05            -90


 ************************************************************************

 Wave period (sec) =  1.256637E+01        Wavenumber (kL) =  9.690659E-02
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.275023E-01   5.000280E-05
     1     2  -5.391139E-07  -2.411350E-08
     1     3   5.130671E-06  -1.375042E-09
     1     4  -4.473539E-06   1.006802E-09
     1     5   3.232180E-02   1.048278E-05
     1     6  -1.275304E-04  -5.024609E-08
     2     1   7.153581E-06  -5.631533E-09
     2     2   1.275052E-01   4.997990E-05
     2     3   1.967246E-05   9.727984E-09
     2     4  -3.233566E-02  -1.048704E-05
     2     5  -2.191651E-06   1.379328E-09
     2     6   1.147489E-03   4.497641E-07
     3     1  -2.576811E-04  -1.045212E-06
     3     2   4.845801E-04   1.886668E-06
     3     3   6.100860E-01   5.748559E-06
     3     4   9.736684E-04  -3.923556E-07
     3     5  -5.366402E-03  -2.778272E-07
     3     6   4.599878E-06   1.816238E-08
     4     1  -4.283608E-05  -2.313811E-07
     4     2  -3.249007E-02  -1.096882E-05
     4     3   6.816490E-04  -2.365768E-08
     4     4   3.978030E-02   2.301788E-06
     4     5  -5.357799E-05  -5.054772E-08
     4     6  -2.923674E-04  -9.848721E-08
     5     1   3.235642E-02   1.051912E-05
     5     2   8.922273E-05   4.141976E-07
     5     3  -5.523185E-03  -7.002734E-08
     5     4  -2.390318E-05  -8.854947E-08
     5     5   4.005018E-02   2.205959E-06
     5     6  -3.158524E-05  -6.768824E-09
     6     1  -1.274615E-04  -5.008161E-08
     6     2   1.147498E-03   4.497756E-07
     6     3   1.699882E-07   9.023005E-11
     6     4  -2.910164E-04  -9.437025E-08
     6     5  -3.237052E-05  -1.047636E-08
     6     6   1.045540E-05   4.097539E-09




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.270770E-02             90
     2   1.355567E-05           -160
     3   7.684897E-03           -175
     4   1.535208E-04            -82
     5   6.880977E-03             89
     6   3.276882E-05            -90


 ************************************************************************

 Wave period (sec) =  1.047198E+01        Wavenumber (kL) =  1.169043E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.275361E-01   7.283652E-05
     1     2  -5.448128E-07  -3.474110E-08
     1     3   5.122565E-06  -3.662080E-09
     1     4  -4.468046E-06   1.515744E-09
     1     5   3.233002E-02   1.529624E-05
     1     6  -1.275644E-04  -7.318239E-08
     2     1   7.158213E-06  -1.145876E-08
     2     2   1.275391E-01   7.280443E-05
     2     3   1.969247E-05   1.877117E-08
     2     4  -3.234388E-02  -1.530218E-05
     2     5  -2.189719E-06   2.083463E-09
     2     6   1.147793E-03   6.551570E-07
     3     1  -2.581373E-04  -1.543298E-06
     3     2   4.854334E-04   2.761489E-06
     3     3   6.101576E-01   1.194036E-05
     3     4   9.735513E-04  -5.658691E-07
     3     5  -5.367142E-03  -4.339912E-07
     3     6   4.607528E-06   2.652781E-08
     4     1  -4.293164E-05  -3.383645E-07
     4     2  -3.249851E-02  -1.600391E-05
     4     3   6.816397E-04  -2.414919E-08
     4     4   3.978232E-02   3.364222E-06
     4     5  -5.359708E-05  -7.238532E-08
     4     6  -2.924429E-04  -1.436699E-07
     5     1   3.236466E-02   1.534935E-05
     5     2   8.938828E-05   6.031904E-07
     5     3  -5.523850E-03  -1.307121E-07
     5     4  -2.394044E-05  -1.290674E-07
     5     5   4.005225E-02   3.221570E-06
     5     6  -3.159192E-05  -9.943444E-09
     6     1  -1.274952E-04  -7.298038E-08
     6     2   1.147802E-03   6.551762E-07
     6     3   1.700737E-07   1.733595E-10
     6     4  -2.910904E-04  -1.377004E-07
     6     5  -3.237874E-05  -1.528594E-08
     6     6   1.045817E-05   5.968745E-09




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   3.906310E-02             90
     2   1.393594E-05           -156
     3   1.101045E-02           -176
     4   1.813916E-04            -85
     5   8.232038E-03             89
     6   3.913565E-05            -90


 ************************************************************************

 Wave period (sec) =  8.975979E+00        Wavenumber (kL) =  1.372489E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.275738E-01   1.004982E-04
     1     2  -5.607853E-07  -4.703921E-08
     1     3   5.118563E-06  -4.431172E-09
     1     4  -4.466498E-06   1.404292E-09
     1     5   3.233928E-02   2.114874E-05
     1     6  -1.276022E-04  -1.009772E-07
     2     1   7.161905E-06  -1.171204E-08
     2     2   1.275767E-01   1.004541E-04
     2     3   1.972802E-05   2.289477E-08
     2     4  -3.235315E-02  -2.115724E-05
     2     5  -2.185984E-06   2.620229E-09
     2     6   1.148132E-03   9.039725E-07
     3     1  -2.586380E-04  -2.042354E-06
     3     2   4.863342E-04   3.831654E-06
     3     3   6.102448E-01   2.221327E-05
     3     4   9.734160E-04  -7.795086E-07
     3     5  -5.368037E-03  -6.444834E-07
     3     6   4.615923E-06   3.651555E-08
     4     1  -4.303789E-05  -4.607242E-07
     4     2  -3.250800E-02  -2.211856E-05
     4     3   6.817326E-04  -1.876890E-08
     4     4   3.978476E-02   4.657998E-06
     4     5  -5.362419E-05  -9.850247E-08
     4     6  -2.925280E-04  -1.985676E-07
     5     1   3.237399E-02   2.121669E-05
     5     2   8.958154E-05   8.251693E-07
     5     3  -5.524655E-03  -2.381703E-07
     5     4  -2.398794E-05  -1.762385E-07
     5     5   4.005450E-02   4.467907E-06
     5     6  -3.159952E-05  -1.378196E-08
     6     1  -1.275329E-04  -1.006596E-07
     6     2   1.148141E-03   9.039993E-07
     6     3   1.703510E-07   2.109837E-10
     6     4  -2.911738E-04  -1.903881E-07
     6     5  -3.238797E-05  -2.113703E-08
     6     6   1.046126E-05   8.235572E-09




    DIFFRACTION EXCITING FORCES AND MOMENTS

  Wave Heading (deg) :      0

     I     Mod[Xh(I)]     Pha[Xh(I)]

     1   4.531597E-02             90
     2   1.449662E-05           -154
     3   1.490260E-02           -177
     4   2.085088E-04            -88
     5   9.569304E-03             89
     6   4.539960E-05            -90


 ************************************************************************

 Wave period (sec) =  7.853981E+00        Wavenumber (kL) =  1.580072E-01
 ------------------------------------------------------------------------


    ADDED-MASS AND DAMPING COEFFICIENTS
     I     J         A(I,J)         B(I,J)

     1     1   1.276150E-01   1.333429E-04
     1     2  -5.743459E-07  -6.310934E-08
     1     3   5.115740E-06  -7.440917E-09
     1     4  -4.475203E-06   2.260632E-09
     1     5   3.234954E-02   2.812724E-05
     1     6  -1.276435E-04  -1.339813E-07
     2     1   7.160777E-06  -1.646396E-08
     2     2   1.276178E-01   1.332844E-04
     2     3   1.970410E-05   3.371957E-08
     2     4  -3.236343E-02  -2.813897E-05
     2     5  -2.188545E-06   3.721637E-09
     2     6   1.148503E-03   1.199403E-06
     3     1  -2.590917E-04  -2.737616E-06
     3     2   4.872477E-04   5.026875E-06
     3     3   6.103471E-01   3.788640E-05
     3     4   9.733570E-04  -1.019007E-06
     3     5  -5.369106E-03  -9.119564E-07
     3     6   4.624618E-06   4.803996E-08
     4     1  -4.313666E-05  -6.123951E-07
     4     2  -3.251848E-02  -2.940481E-05
     4     3   6.818011E-04  -1.827624E-08
     4     4   3.978736E-02   6.206435E-06
     4     5  -5.365148E-05  -1.288970E-07
     4     6  -2.926225E-04  -2.640034E-07
     5     1   3.238425E-02   2.821749E-05
     5     2   8.975589E-05   1.085684E-06
     5     3  -5.525639E-03  -3.825470E-07
     5     4  -2.404062E-05  -2.335659E-07
     5     5   4.005712E-02   5.954667E-06
     5     6  -3.160823E-05  -1.846075E-08
